Primary address,Secondary address,lat_grid,lon_grid
6600 bluff springs rd,william cannon dr,30.189,-97.768
5100 not reported blvd,e 51st st,30.293,-97.663
13000 n mopac sb blvd,parmer ln,30.423,-97.703
n ih 35 sb svrd,e 7th st,30.267,-97.735
4300 s ef,st elmo st,30.212,-97.754
6700 s nb,wm cannon overpass,30.184,-97.775
7900 s sb,e slaughter ln,30.178,-97.779
1500 n lamar blvd,n lamar,30.28,-97.751
7300 e riverside dr,7403 e riverside dr,30.221,-97.694
burnet rd,mchale ct,30.386,-97.724
4700 s proper sb,shelby ln,30.208,-97.756
300 s lamar blvd,1600 toomey rd,30.263,-97.758
9500 n sb,e rundberg ln,30.357,-97.689
600 red river st,e 7th st,30.266,-97.737
200 e riverside dr,e cl s congress ave,30.255,-97.745
7800 northeast blvd,7800 northcrest driveway blvd,30.351,-97.721
1700 oltorf st,parker ln,30.232,-97.737
e cesar chavez st,trinity st,30.262,-97.741
6200 middle fiskville rd,tirado south curbline st,30.324,-97.71
10200 west parmer ln,1500 avery ranch blvd,30.492,-97.773
3000 e eb,s not reported rd,30.199,-97.631
8600 n mopac north bound expy,3400 steck ave,30.367,-97.743
5000 e cesar chavez st,spencer ln,30.252,-97.7
5700 bill senna meadow rd,brook creek ct,30.194,-97.731
w ben white blvd,s lamar,30.233,-97.797
anderson square,research svrd sb blvd,30.353,-97.715
1102 blanco st,w 11th st,30.277,-97.755
2314 e 7th st,railroad crossing,30.261,-97.716
100 w not reported rd,desert willow loop,30.144,-97.807
1212 vargas rd,porter st,30.23,-97.697
s congress ave,e ben white eb svrd blvd,30.222,-97.764
100 e cesar chavez st,90 brazos st,30.263,-97.744
13096 research sb svrd blvd,ocean air,30.44,-97.78
12240 n fm 620 rd,12200 lake creek pkwy,30.462,-97.816
1715 w cesar chavez st,w cesar chavez st,30.272,-97.765
13500 n sb rd,n lakecreek pkwy,30.466,-97.806
600 e koenig eb ln,5600 airport blvd,30.321,-97.709
8300 s 1st st,mairo st,30.18,-97.796
600 bastrop nb hwy,thompson ln,30.237,-97.686
w 22nd st,san antonio st,30.285,-97.743
2400 guadalupe st,w 25th st,30.288,-97.742
not reported,11703 escarpment blvd,30.182,-97.9
100 w william cannon,6500 s congress ave,30.193,-97.779
2214 san antonio,n 22nd st,30.285,-97.743
13400 n ih 35 sb svrd,e howard lane ln,30.421,-97.672
2700 willow st,80 n pleasant valley rd,30.252,-97.713
7000 not reported hwy,mira loma ln,30.322,-97.686
4900 nuckols crossing rd,spring meadow rd,30.197,-97.736
5800 techni center dr,4000 ed bluestein,30.278,-97.672
1800 s nb,spyglass dr,30.259,-97.797
13200 avery ranch blvd,not reported,30.489,-97.801
7200 w sb,scenic brook dr,30.236,-97.878
7308 salt springs dr,orange blossom way,30.166,-97.741
1300 e riverside dr,s svrd nb,30.248,-97.736
700 e 12th st,1200 n ih35 south service rd,30.272,-97.733
11900 research nb blvd,duval rd,30.428,-97.759
12100 research sb svrd blvd,pavillion blvd blvd,30.427,-97.753
2200 s mopac nb expy,barton skyway,30.259,-97.797
10400 research nb blvd,braker ln,30.393,-97.747
100 w anderson sb service rd ln,7800 north crest blvd,30.447,-97.81
1088 park plaza,north plaza,30.348,-97.687
bowman ave,spring ln,30.297,-97.767
1800 e martin luther king jr blvd,1900 chicon st,30.28,-97.721
7400 not reported hwy,100 e slaughter ln,30.174,-97.782
3512 oak springs dr,gunter st,30.274,-97.695
5900 parkwood dr,5900 oakclaire ln,30.241,-97.853
1700 e 7th st,chicon st,30.262,-97.721
2700 n lamar blvd,w 25th st,30.292,-97.748
1200 barbara jordan blvd blvd,lancaster dr dr,30.306,-97.708
11100 n sb,600 e braker overpass,30.376,-97.677
4501 e ben white svrd,4400 burleson rd mcdonalds parking lot entry,30.215,-97.734
12400 n sb,spicewood springs rd,30.433,-97.766
9600 anderson mill rd,research blvd,30.35,-97.717
9709 hansford ln,e rundberg ln,30.359,-97.682
8800 n ih 35 sb,700 barwood park,30.351,-97.693
100 n mopac nb expy,veterans dr,30.274,-97.772
1400 kramer ln,macmora rd,30.384,-97.7
11000 cascade caverns trl,12000 emerald oaks dr,30.155,-97.861
13810 n svrd sb,1300 w howard ln,30.425,-97.672
80 e anderson wb svrd ln,n nb svrd,30.339,-97.701
1600 e oltorf st,east curbline south frontage,30.234,-97.741
1200 montopolis dr,larch terrace,30.232,-97.699
6213 back bay ln,escarponest blvd,30.188,-97.893
9200 n ih 35 sb svrd,700 e rundberg ln,30.357,-97.69
1100 webberville,springdale rd,30.276,-97.689
16012 double eagle dr,kiawah island dr,30.503,-97.756
10000 s mopac nb,w slaughter ln,30.201,-97.866
7900 burnet rd,w anderson,30.357,-97.73
13000 s sb,not reported,30.218,-97.75
9900 n sb prop,360 n capt of tx hwy,30.386,-97.743
300 w alpine rd,wilson st,30.229,-97.764
3500 s lamar blvd,2300 panther rd,30.24,-97.787
2500 w parmer black ln,2505 w parmer private entrance ln,30.418,-97.701
7100 ed bluestien sb blvd,5100 purple sage dr,30.312,-97.663
e martin luther king jr blvd,e m franklin,30.284,-97.696
1500 bastrop sb hwy,8200 e ben white wb,30.222,-97.683
800 e st johns ave,7000 n svrd nb,30.333,-97.705
6000 martin luther king jr,4800 ed bluestein blvd,30.286,-97.665
2900 w 45th st,4500 highland terrace,30.321,-97.756
6600 ed bluestein sb blvd,manor rd,30.312,-97.663
700 e 7th st,n ih 35 sb svrd,30.267,-97.735
9600 escartment blvd,5800 w slaughter ln,30.203,-97.878
1400 e 38 12 st,clarkson ave,30.293,-97.716
14100 wb,parmer ln,30.475,-97.773
6900 burnet rd,2400 peroram ave,30.345,-97.738
6700 stoneleigh dr,2300 rockridge dr,30.184,-97.76
13700 n nb,45 east toll road ramp,30.457,-97.792
6000 n sb,e 51st st,30.308,-97.711
2508 guadalupe st,w dean keeton st,30.29,-97.741
9200 freight ln,9400 e freight ln,30.214,-97.673
e 51st st,lancaster st,30.308,-97.707
12600 n mopac nb expy,n shields dr,30.424,-97.703
1212 e anderson wb svrd ln,nb,30.338,-97.699
8400 loyola ln,decker ln,30.292,-97.629
800 w riverside dr,400 s 1st st,30.261,-97.751
8500 not reported hwy,e e slaughter ln ln,30.18,-97.778
600 w 28th st,2700 nueces st,30.293,-97.742
1 n sh 45,n fm 620,30.47,-97.793
w 6th w b to lake austin ramp st,500 atlanta,30.277,-97.771
8000 n mopac sb,3500 steck ave,30.368,-97.743
robert t martinez jr st st,e e cesar chavez st st,30.256,-97.721
2501 w william cannon dr,2501 w william cannon dr,30.206,-97.813
2400 w braker ln,burnet rd,30.39,-97.718
200 w slaughter ln,cullen ln,30.167,-97.793
6100 n lamar blvd,800 denson dr,30.33,-97.724
1100 poquito st,peoples st,30.267,-97.717
600 n mo pac nb expy,newfield exit ramp,30.281,-97.767
2600 lake austin blvd,2600 w 7th st,30.283,-97.776
3100 n nb,e 31st st,30.289,-97.723
3700 s capitol of tx mb hwy,3755 s capitol of tx mb hwy,30.242,-97.801
11100 n nb,e braker overpass ln,30.376,-97.677
5700 airport blvd,koenig wb svrd ln,30.321,-97.714
4608 creek bend dr,brasslewood dr,30.184,-97.751
1900 woodland ave,1600 royal crest dr,30.237,-97.73
5230 mount bonnell rd,tortuga trl,30.336,-97.776
9200 w parmer ln,14200 n sb,30.478,-97.765
12600 sb,1000 parmer ln,30.407,-97.675
200 w north loop blvd,221 w north loop blvd,30.319,-97.724
1000 s mopac nb expy,2500 bee caves rd,30.265,-97.786
5802 belmoor,dexmoor dr,30.311,-97.69
2000 n n ih 35 ef,manor rd,30.284,-97.727
9420 research sb svrd blvd,n capital of tx hwy,30.389,-97.746
8700 n research nb svrd blvd,e olhen dr dr,30.363,-97.717
4600 n mo pac sb blvd,w 45th st,30.324,-97.756
7500 e ben white eb blvd,e riverside dr,30.218,-97.691
1600 e stassney ln,s svrd nb,30.199,-97.764
5600 travis cook rd,5500 sunset ridge,30.258,-97.889
9100 w parmer ln,n not reported rd,30.476,-97.765
4000 s lamar sb blvd,2300 panther trl,30.238,-97.79
200 schirra pl,500 oakley ct,30.355,-97.698
700 w 6th st,east west ave,30.27,-97.75
1800 gregg ln,3500 lazyridge dr,30.402,-97.635
9000 research sb,8800 burnet,30.373,-97.726
2400 n sb,1000 e 32nd st,30.283,-97.727
5100 burnet rd,north st,30.323,-97.739
2105 woodmont ave,sharon ln,30.29,-97.765
5000 n fm 2222 rd,lakewood dr,30.354,-97.782
4100 n n ih 35 nb svrd hwy,e 41th st,30.297,-97.718
700 e oltorf st 2500 east side dr,2500 east side dr,30.237,-97.749
1200 payton gin rd,8900 viking dr,30.361,-97.708
900 w parmer ln,12500 n svrd sb,30.408,-97.675
1811 webberville rd,heflin ln,30.282,-97.677
10000 s research sb svrd blvd,capital of texas hwy,30.388,-97.745
8912 n lamar blvd,payton gin,30.359,-97.699
9400 n ih 35 sb svrd hwy,700 e rundberg ln,30.358,-97.689
2400 not reported hwy,e e oltorf st st,30.235,-97.74
5300 s sb,e stassney ln,30.201,-97.762
4310 ramsey ave,w 44th st,30.314,-97.744
6800 metropolis dr,6700 burleson rd,30.206,-97.703
1400 sir thomas,11300 pardoners tal,30.154,-97.83
9300 s not reported,100 e slaughter ln,30.167,-97.786
10500 research nb blvd,9600 w great hills trl,30.397,-97.747
1100 w 7th st,700 blanco st,30.274,-97.756
1909 holly st,chicon st,30.253,-97.726
11600 n mopac sb expy,duval rd,30.401,-97.73
2400 hartford rd,2600 windsor rd,30.292,-97.759
5200 n ef,e 51st st,30.312,-97.709
3700 s capital of texas nb hwy,s mopac nb svrd expy,30.252,-97.807
10800 anderson mill rd,centenial trl,30.45,-97.82
1020 e howard ln,harris ridge blvd,30.409,-97.649
12100 research sb blvd,spicewood springs rd rd,30.431,-97.763
1319 strickland dr,8700 texas dr,30.183,-97.81
red river,e 45th st,30.305,-97.72
1500 w slaughter ln,bilbrook pl,30.174,-97.821
7400 s mopac nb expy,4600 convict hill,30.216,-97.851
9200 n ih 35 nb svrd,800 e rundberg ln,30.358,-97.688
14400 e avery ranch blvd,11300 n staked plains dr,30.496,-97.784
e stassney ln,s pleasant vally,30.194,-97.745
12200 dessau rd,parmer s cl ln,30.386,-97.649
9629 research blvd svrd nb blvd,not reported,30.389,-97.743
1000 s sb,e riverside dr,30.25,-97.736
1100 w stassney ln,emerald forest dr,30.211,-97.787
8540 n lamar blvd,801 thurmond st,30.354,-97.705
100 beaver st,8600 georgian dr,30.352,-97.7
1100 n pleasant valley rd,new york dr,30.273,-97.714
1000 e riverside,s sb svrd,30.248,-97.734
7600 lunar dr,200 w dittmar rd,30.184,-97.787
2500 s ih 35 sb,1500 e oltorf st,30.231,-97.743
7900 not reported,100 e slaughter ln,30.177,-97.779
2200 e 7th st,2217 e 7th building st,30.261,-97.717
7100 e ben white wb blvd,e riverside dr,30.218,-97.693
8910 not reported hwy,great hills trl,30.388,-97.76
not reported rd,14100 n sb svrd,30.469,-97.797
90 bastrop nb hwy,montopolis dr,30.219,-97.683
12100 not reported,12000 park thirt five cir,30.39,-97.672
300 e anderson nb ln,7800 n lamar blvd,30.344,-97.705
10900 middle fiskville rd,victor st,30.374,-97.679
8200 cross park dr,charter dr,30.335,-97.669
4800 s nb,s nb,30.183,-97.688
12600 amhurst dr,w parmer ln,30.425,-97.714
jollyville rd,pavillion blvd,30.424,-97.757
1200 s lamar blvd,500 barton springs ln,30.261,-97.759
13900 n us hwy 183 nb svrd,10900 lakeline mall dr,30.468,-97.796
2000 s ih 35 sb svrd fwy,1900 mariposa dr,30.237,-97.74
8500 brodie ln,alexandria dr,30.199,-97.84
s 1st st,s park dr,30.233,-97.765
11100 n us hwy nb 183 ef hwy,balcones wood dr,30.408,-97.745
5300 manor rd,2900 pecan springs,30.301,-97.686
6700 n ih 35 nb svrd,6100 e us 290 hwy,30.323,-97.706
1700 w parmer wb ln,metric blvd,30.413,-97.691
2100 e 51st st,2114 e 51st st,30.301,-97.691
5800 s loop 275,ainsworth ln,30.228,-97.83
11900 bittern hollow,11900 cherie dr,30.397,-97.695
harrisglenn dr,weatherford dr,30.405,-97.645
7200 south brook dr dr,timberwood st,30.236,-97.886
7200 n capital of tx sb hwy,7200 lakewood dr,30.372,-97.785
e riverside dr,corlander dr,30.22,-97.693
8600 research blvd,phlen rd,30.403,-97.722
400 s 1st st,redan ln,30.224,-97.771
8324 not reported hwy,spicewood springs rd,30.382,-97.772
2400 e cesar chavez st,100 pednernales st,30.255,-97.718
12683 n mopac svrd nb expy,3000 north shields dr,30.424,-97.702
3000 s nb,1600 e oltorf,30.231,-97.743
6300 s sb,e william cannon dr,30.19,-97.771
8816 georgian dr,100 deen ave,30.354,-97.698
1400 s 1st st st,w elizabeth rd,30.25,-97.755
1100 e center ridge,13000 n ih 35 hwy,30.418,-97.671
7200 cayenne ln,7300 cilantro,30.222,-97.694
burnet rd,north cross dr,30.352,-97.733
2504 huntwick dr,e oltorf st,30.226,-97.727
5701 cameron rd,ridgehavennorthridge dr,30.315,-97.702
100 n sb,700 e cesar chavez st,30.261,-97.736
4800 shoal creek blvd,hilwin cir,30.321,-97.744
1137 gunter st,springdale rd,30.269,-97.695
5500 n ih 35 sb,1000 e 51st st,30.307,-97.712
5300 city park rd,5400 west cliff pl,30.363,-97.818
15000 n north ih 35 svrd nb,15000 wells branch pkwy,30.441,-97.668
7300 w slaughter ln,8800 fm 1826 rd,30.218,-97.894
south pleasant valley nb rd,south lakeshore blvd,30.242,-97.717
5400 helen st,e 55th st,30.316,-97.712
e 10th st,swenson ave,30.265,-97.716
2100 e stussney way,5700 jhearumly,30.195,-97.757
1400 exposition blvd,2600 enfield dr,30.291,-97.772
9600 n lamar blvd,longspur blvd,30.367,-97.695
12800 mcallen pass,e parmer ln,30.405,-97.664
7000 w eb,w wb hwy,30.234,-97.875
800 meadows dr,10500 n lamar blvd,30.374,-97.691
4400 e riverside dr,2000 s pleasant valley,30.234,-97.722
running water dr,piedras blanco dr,30.161,-97.74
1100 e 6th st,medina st,30.264,-97.73
900 15th st,west ave,30.279,-97.748
3500 lake austin blvd,redbud trl,30.291,-97.783
5300 n 5300 blk n ih 35 nb hwy,e us290 hwy,30.318,-97.707
martin luther king jr blvd,san jacinto blvd,30.28,-97.736
13200 research nb svrd blvd,anderson mill rd,30.442,-97.784
400 west william cannon dr,bill hughes rd,30.196,-97.785
3700 w william cannon dr,6800 bannock burn dr,30.217,-97.835
13500 research service road southbound blvd,anderson mill rd,30.449,-97.791
5500 s northbound proper,ew bound ben white flyover,30.201,-97.762
11800 metric blvd,gray farms ln,30.398,-97.705
1907 patton ln,mira loma ln,30.318,-97.687
4400 s lamar blvd,w ben white svrd blvd,30.234,-97.797
800 800 block w 47th st st,n n lamar blvd blvd,30.316,-97.734
12500 research blvd,duval rd,30.425,-97.751
11908 n lamar blvd,11908 n lamar blvd,30.391,-97.683
5460 n lamar blvd,700 w fm 2222 rd,30.325,-97.727
711 w 38th st,3500 west ave,30.304,-97.74
2400 w parmer ln,n mopac nb svc rd expy,30.418,-97.701
rundberg ln,collinfield dr,30.365,-97.702
4500 n not reported,4214 n not reported,30.366,-97.683
12100 hunters chase dr,183 svrd nb,30.44,-97.779
700 montoplis,ponca st,30.237,-97.695
4000 airport blvd,1900 e 38th 12 st,30.287,-97.707
4544 s lamar svrd sb blvd,west gate blvd,30.233,-97.802
1800 guadalupe st,w martin luther king jr blvd,30.281,-97.742
300 e 7th st,san jacinto,30.268,-97.74
7100 wb,kendrick ln,30.186,-97.911
shadow bnd,merriwood dr,30.199,-97.781
research sb svrd,anderson square,30.353,-97.715
9500 eb,giles ln,30.331,-97.624
18400 n not reported rd,11600 concordia university,30.422,-97.845
11300 metric blvd,w blaker ln,30.392,-97.708
7400 w slaughter ln,fm 1826 rd,30.215,-97.893
900 w newport ave,10200 n bluff bend dr,30.365,-97.678
709 franklin blvd,n lamar blvd,30.322,-97.729
7420 cayenne ln,cilantro way,30.223,-97.693
1701 s 1st st,w annie st,30.247,-97.756
3900 s sb,svrd sb at ben white turnaround,30.219,-97.75
7105 bennett ave,e st johns ave,30.331,-97.701
400 little texas ln,mira dr,30.2,-97.771
1100 w howard ln,n svrd nb,30.424,-97.67
7500 not reported hwy,foremost dr dr,30.177,-97.78
900 juanita st,2400 s 5th st,30.242,-97.765
8600 not reported hwy,park plaza,30.353,-97.691
10700 lakecreek pkwy,12230 millwright pkwy,30.456,-97.805
4800 penter ln,4600 cedargrove dr,30.201,-97.74
4300 n mo pac south bound,w 35th st,30.312,-97.757
4700 east riverside dr,1900 crossing pl,30.231,-97.717
6000 westgate ave,coat bridge dr,30.217,-97.811
6300 n wb,loyola ln,30.302,-97.661
6700 w us 290 eb hwy,w william cannon dr,30.234,-97.867
7800 w not reported,6600 silvermine dr,30.243,-97.883
11500 n not reported hwy,11700 anderson mill rd,30.455,-97.826
7500 ed blustion sb src rd,e wb src rd,30.325,-97.674
2500 ed bluestein sb blvd,thuraood ave,30.327,-97.674
10200 not reported rd,6600 stico del rio,30.393,-97.843
manor rd,wheless ln,30.308,-97.679
4700 n lamar blvd,w guadalupe st,30.317,-97.732
100 bastrop nb hwy,airport blvd,30.247,-97.691
7200 e ben white eb blvd,e riverside dr,30.214,-97.707
6900 wentworth dr,colony loop dr,30.295,-97.629
5900 s sb,william cannon,30.194,-97.768
6200 not reported hwy,not reported,30.359,-97.791
800 e 7th st,n svrd nb,30.267,-97.735
5900 berkman dr,1600 briarcliff blvd,30.314,-97.693
5400 n nb,e hwy,30.308,-97.711
100 bastrop north bound hwy,colorado river,30.222,-97.676
900 morrow st,n lamar blvd,30.345,-97.716
11700 stonehollow dr,11700 metric blvd,30.399,-97.71
8500 n ih 35 sb svrd,600 barwood park,30.348,-97.695
2800 presidential blvd,2600 e wb,30.21,-97.665
7300 cooper ln,mathews ln,30.193,-97.794
1700 matthews ln,manchaca rd,30.198,-97.804
1000 e ben white eb blvd,s ih 35 srvd sb,30.216,-97.754
2900 n timber pass st,1700 e timber ridge dr,30.226,-97.743
6100 s congress ave,little texas ln,30.202,-97.776
south 1st st,gibson st,30.252,-97.754
16456 avery ranch blvd,9400 mevrick park trl,30.506,-97.747
2600 frate barker rd,12100 buckingham gate dr,30.149,-97.85
1100 n ih 35 nb expy,800 e 11th st,30.271,-97.733
s nb,metropolis dr,30.21,-97.683
2300 monarch dr,9500 roxanna dr,30.178,-97.827
12100 tech ridge dr,yager ln,30.399,-97.664
1100 n east frontage rd,e 11th st,30.271,-97.733
5100 s 1st st,600 ramble ln,30.211,-97.779
1000 san jacinto blvd,e 10th st,30.271,-97.739
dee gabriel collins rd,mckinney falls pkwy,30.172,-97.722
2200 e stassney ln,2100 s dove springs dr,30.193,-97.755
1000 w oltorf st,2300 s 5th st,30.244,-97.764
10000 n capital of texas hwy,9900 stone lake blvd,30.391,-97.739
700 w ben white svrd wb blvd,3800 s 2nd st,30.228,-97.771
1500 hether st,s lamar blvd,30.25,-97.768
northridge dr,cameron rd,30.316,-97.701
gaston place dr,north hampton dr,30.312,-97.685
8800 not reported hwy,barwood park park,30.351,-97.693
6600 w eb,w william cannon dr,30.234,-97.866
6014 westcreek dr,hillforest,30.231,-97.846
10900 s s ih 35 nb svrd hwy,2000 e boca raton dr,30.139,-97.796
2000 guadalupe st,400 w 21st st,30.282,-97.742
1300 e 3rd st,atayac st,30.261,-97.731
13600 n nb,howard ln,30.426,-97.671
200 e 6th st,600 san jacinto st,30.267,-97.74
4507 airport blvd blvd,e 45th st st,30.303,-97.716
97 s 1st st,700 w riverside dr,30.261,-97.749
1500 s pleasant valley,elmont dr,30.239,-97.72
6800 s congress ave,100 meteor,30.19,-97.78
6301 crumly ln,montopolis,30.241,-97.693
montopolis dr,e ben white svrd blvd,30.212,-97.713
10000 n capital texas hwy,9900 n mopac expy,30.25,-97.806
7300 sb s mopac expy,davis ln,30.211,-97.859
1215 e 12th st,san bernard st,30.273,-97.727
7400 bluff springs rd,7430 bluff springs rd,30.178,-97.77
1600 e sh 71 hwy,spirit of tx dr,30.221,-97.674
2200 morelos st,webberville rd,30.262,-97.717
600 e e cesar chavez st,red river st,30.262,-97.739
4800 e riverside dr,kirskey dr,30.232,-97.718
605 masterson pass,n lamar,30.371,-97.691
research blvd svrd nb blvd,oak knoll dr dr,30.429,-97.759
5700 s mopac nb expy,w not reported hwy,30.229,-97.829
8100 svrd northbound,anderson square,30.353,-97.714
4030 w braker ln,stone lake blvd,30.398,-97.738
12030 n lamar blvd,12030 n lamar blvd,30.393,-97.681
4500 not reported hwy,teri rd,30.206,-97.758
8400 nb,william cannon ext ramp,30.18,-97.778
8900 united kingdom dr,1000 minturn ln,30.178,-97.809
